"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","Domain","Vocabulary","Ancestors"
"","44811175","882791000000109","Malignant neoplasm of foot and ankle","Clinical Finding","Standard","10/01/2013","12/31/2099","0","0","Condition","SNOMED",""
"","4095578","187948001","Malignant neoplasm of fourth metacarpal bone","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4092232","187976009","Malignant neoplasm of fourth metatarsal bone","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4181480","363467004","Malignant neoplasm of frontal lobe","Clinical Finding","Standard","01/31/2002","12/31/2099","262","262","Condition","SNOMED",""
"","4095748","188191009","Malignant neoplasm of fundus of corpus uteri","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095750","188208002","Malignant neoplasm of Gartner's duct","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","443568","428905002","Malignant neoplasm of gastrointestinal tract","Clinical Finding","Standard","01/31/2008","12/31/2099","17","183,207","Condition","SNOMED",""
"","35610174","1090281000000104","Malignant neoplasm of genital labia","Clinical Finding","Standard","04/01/2018","12/31/2099","0","79","Condition","SNOMED",""
"","4160276","430556008","Malignant neoplasm of genital structure","Clinical Finding","Standard","07/31/2008","12/31/2099","0","177,794","Condition","SNOMED",""
"","4154630","271468000","Malignant neoplasm of genitourinary organ","Clinical Finding","Standard","01/31/2002","12/31/2099","3,906","235,741","Condition","SNOMED",""
"","4095298","188285002","Malignant neoplasm of globus pallidus","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095309","187683004","Malignant neoplasm of glossoepiglottic fold","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4095752","188211001","Malignant neoplasm of greater vestibular (Bartholin's) gland","Clinical Finding","Standard","01/31/2002","12/31/2099","16","16","Condition","SNOMED",""
"","4311283","423691004","Malignant neoplasm of gum and contiguous sites","Clinical Finding","Standard","01/31/2007","12/31/2099","0","0","Condition","SNOMED",""
"","4147161","269467007","Malignant neoplasm of hand bones","Clinical Finding","Standard","01/31/2002","12/31/2099","6","6","Condition","SNOMED",""
"","4095434","187784000","Malignant neoplasm of hepatic duct","Clinical Finding","Standard","01/31/2002","12/31/2099","42","42","Condition","SNOMED",""
"","4094251","188289008","Malignant neoplasm of hippocampus","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4094998","187932002","Malignant neoplasm of humerus","Clinical Finding","Standard","01/31/2002","12/31/2099","56","56","Condition","SNOMED",""
"","35610245","1090941000000104","Malignant neoplasm of inguinal region","Clinical Finding","Standard","04/01/2018","12/31/2099","10","110","Condition","SNOMED",""
"","4089662","187773007","Malignant neoplasm of interlobular bile ducts","Clinical Finding","Standard","01/31/2002","12/31/2099","10","10","Condition","SNOMED",""
"","4095582","187969004","Malignant neoplasm of intermediate cuneiform","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","40492037","448882009","Malignant neoplasm of intraabdominal organ","Clinical Finding","Standard","07/31/2011","12/31/2099","0","412,911","Condition","SNOMED",""
"","4089663","187776004","Malignant neoplasm of intrahepatic canaliculi","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4094865","187777008","Malignant neoplasm of intrahepatic gall duct","Clinical Finding","Standard","01/31/2002","12/31/2099","245","255","Condition","SNOMED",""
"","4092519","188195000","Malignant neoplasm of isthmus of uterine body","Clinical Finding","Standard","01/31/2002","12/31/2099","26","26","Condition","SNOMED",""
"","35610243","1090921000000106","Malignant neoplasm of jaw","Clinical Finding","Standard","04/01/2018","12/31/2099","25","559","Condition","SNOMED",""
"","4089644","187666008","Malignant neoplasm of junction of hard and soft palate","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4089646","187685006","Malignant neoplasm of junctional region of epiglottis","Clinical Finding","Standard","01/31/2002","12/31/2099","8","23","Condition","SNOMED",""
"","4178970","363446004","Malignant neoplasm of labia majora","Clinical Finding","Standard","01/31/2002","12/31/2099","59","59","Condition","SNOMED",""
"","4181352","363447008","Malignant neoplasm of labia minora","Clinical Finding","Standard","01/31/2002","12/31/2099","20","20","Condition","SNOMED",""
"","4092531","188273005","Malignant neoplasm of lacrimal sac","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","602825","1144252005","Malignant neoplasm of lateral border of tongue","Clinical Finding","Standard","07/31/2021","12/31/2099","0","0","Condition","SNOMED",""
"","4089771","187970003","Malignant neoplasm of lateral cuneiform","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","40492021","448868009","Malignant neoplasm of lateral wall of oropharynx","Clinical Finding","Standard","07/31/2011","12/31/2099","17","2,307","Condition","SNOMED",""
"","73153","188241004","Malignant neoplasm of lateral wall of urinary bladder","Clinical Finding","Standard","01/31/2002","12/31/2099","211","211","Condition","SNOMED",""
"","436045","271323007","Malignant neoplasm of lip, oral cavity and pharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","1,394","15,397","Condition","SNOMED",""
"","4246127","93870000","Malignant neoplasm of liver","Clinical Finding","Standard","01/31/2002","12/31/2099","1,237","29,408","Condition","SNOMED",""
"","4095432","187767006","Malignant neoplasm of liver and intrahepatic bile ducts","Clinical Finding","Standard","01/31/2002","12/31/2099","363","363","Condition","SNOMED",""
"","42709756","449628003","Malignant neoplasm of long bone of lower leg","Clinical Finding","Standard","01/31/2012","12/31/2099","0","0","Condition","SNOMED",""
"","42709755","449627008","Malignant neoplasm of long bone of lower limb","Clinical Finding","Standard","01/31/2012","12/31/2099","20","198","Condition","SNOMED",""
"","4095740","188153009","Malignant neoplasm of lower-inner quadrant of female breast","Clinical Finding","Standard","01/31/2002","12/31/2099","65","65","Condition","SNOMED",""
"","4091466","188155002","Malignant neoplasm of lower-outer quadrant of female breast","Clinical Finding","Standard","01/31/2002","12/31/2099","107","107","Condition","SNOMED",""
"","4197475","313250007","Malignant neoplasm of lower eyelid","Clinical Finding","Standard","01/31/2002","12/31/2099","140","140","Condition","SNOMED",""
"","4093647","187613005","Malignant neoplasm of lower lip, buccal aspect","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4089516","187604008","Malignant neoplasm of lower lip, external","Clinical Finding","Standard","01/31/2002","12/31/2099","22","22","Condition","SNOMED",""
"","4089755","187869003","Malignant neoplasm of lower lobe bronchus","Clinical Finding","Standard","01/31/2002","12/31/2099","282","282","Condition","SNOMED",""
"","37110033","724059003","Malignant neoplasm of lower lobe of left lung","Clinical Finding","Standard","07/31/2017","12/31/2099","0","0","Condition","SNOMED",""
"","4089756","187870002","Malignant neoplasm of lower lobe of lung","Clinical Finding","Standard","01/31/2002","12/31/2099","3,519","3,519","Condition","SNOMED",""
"","37110031","724056005","Malignant neoplasm of lower lobe of right lung","Clinical Finding","Standard","07/31/2017","12/31/2099","0","0","Condition","SNOMED",""
"","4334322","430621000","Malignant neoplasm of lower respiratory tract","Clinical Finding","Standard","07/31/2008","12/31/2099","11,924","109,534","Condition","SNOMED",""
"","4095456","187918004","Malignant neoplasm of lumbar vertebra","Clinical Finding","Standard","01/31/2002","12/31/2099","75","75","Condition","SNOMED",""
"","4157333","372065009","Malignant neoplasm of main bronchus","Clinical Finding","Standard","07/31/2002","12/31/2099","3,154","3,154","Condition","SNOMED",""
"","4089761","187903000","Malignant neoplasm of malar bone","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4157447","372095001","Malignant neoplasm of male breast","Clinical Finding","Standard","07/31/2002","12/31/2099","706","713","Condition","SNOMED",""
"","40490993","448668007","Malignant neoplasm of mandible","Clinical Finding","Standard","07/31/2011","12/31/2099","201","201","Condition","SNOMED",""
"","40488991","448299004","Malignant neoplasm of mastoid","Clinical Finding","Standard","07/31/2011","12/31/2099","0","31","Condition","SNOMED",""
"","40490463","448558006","Malignant neoplasm of maxillofacial bone","Clinical Finding","Standard","07/31/2011","12/31/2099","0","362","Condition","SNOMED",""
"","4095581","187968007","Malignant neoplasm of medial cuneiform","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4091614","188296005","Malignant neoplasm of medulla oblongata","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4177099","363370001","Malignant neoplasm of mesentery","Clinical Finding","Standard","01/31/2002","12/31/2099","109","116","Condition","SNOMED",""
"","4092079","187810005","Malignant neoplasm of mesocecum","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4092078","187809000","Malignant neoplasm of mesocolon","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4089667","187811009","Malignant neoplasm of mesorectum","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4111025","255091001","Malignant neoplasm of metacarpal bones","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4237166","405945003","Malignant neoplasm of metatarsal bone of foot","Clinical Finding","Standard","01/31/2004","12/31/2099","0","0","Condition","SNOMED",""
"","4095888","188297001","Malignant neoplasm of midbrain","Clinical Finding","Standard","01/31/2002","12/31/2099","0","6","Condition","SNOMED",""
"","4092218","187865009","Malignant neoplasm of middle lobe bronchus","Clinical Finding","Standard","01/31/2002","12/31/2099","86","86","Condition","SNOMED",""
"","4089754","187866005","Malignant neoplasm of middle lobe of lung","Clinical Finding","Standard","01/31/2002","12/31/2099","799","885","Condition","SNOMED",""
"","4093650","187635002","Malignant neoplasm of midline of tongue","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095449","187854004","Malignant neoplasm of mucosa of trachea","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","35610244","1090931000000108","Malignant neoplasm of multiple endocrine glands","Clinical Finding","Standard","04/01/2018","12/31/2099","0","0","Condition","SNOMED",""
"","4091474","188193007","Malignant neoplasm of myometrium of corpus uteri","Clinical Finding","Standard","01/31/2002","12/31/2099","25","25","Condition","SNOMED",""
"","4291285","402636006","Malignant neoplasm of nail apparatus","Clinical Finding","Standard","07/31/2003","12/31/2099","0","0","Condition","SNOMED",""
"","4095442","187828007","Malignant neoplasm of nasal cavities, middle ear and accessory sinuses","Clinical Finding","Standard","01/31/2002","12/31/2099","1,405","1,405","Condition","SNOMED",""
"","4092209","187830009","Malignant neoplasm of nasal conchae","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","372569","188274004","Malignant neoplasm of nasolacrimal duct","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","437226","240163000","Malignant neoplasm of nasopharyngeal wall","Clinical Finding","Standard","01/31/2002","12/31/2099","0","111","Condition","SNOMED",""
"","4095005","187972006","Malignant neoplasm of navicular","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4157331","372063002","Malignant neoplasm of nervous system","Clinical Finding","Standard","07/31/2002","12/31/2099","26","17,960","Condition","SNOMED",""
"","4091464","188147009","Malignant neoplasm of nipple and areola of female breast","Clinical Finding","Standard","01/31/2002","12/31/2099","202","202","Condition","SNOMED",""
"","4091469","188163001","Malignant neoplasm of nipple and areola of male breast","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","35610168","1090251000000105","Malignant neoplasm of nose","Clinical Finding","Standard","04/01/2018","12/31/2099","85","85","Condition","SNOMED",""
"","4177232","363470000","Malignant neoplasm of occipital lobe","Clinical Finding","Standard","01/31/2002","12/31/2099","42","42","Condition","SNOMED",""
"","4095303","188308004","Malignant neoplasm of olfactory bulb","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177106","363421004","Malignant neoplasm of omentum","Clinical Finding","Standard","01/31/2002","12/31/2099","122","122","Condition","SNOMED",""
"","4092223","187906008","Malignant neoplasm of orbital bone","Clinical Finding","Standard","01/31/2002","12/31/2099","6","6","Condition","SNOMED",""
"","4091486","188256008","Malignant neoplasm of overlapping lesion of urinary organs","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","40491000","448674007","Malignant neoplasm of parametrium","Clinical Finding","Standard","07/31/2011","12/31/2099","12","12","Condition","SNOMED",""
"","4181481","363469001","Malignant neoplasm of parietal lobe","Clinical Finding","Standard","01/31/2002","12/31/2099","156","156","Condition","SNOMED",""
"","40493021","449067008","Malignant neoplasm of parietal pleura","Clinical Finding","Standard","07/31/2011","12/31/2099","0","0","Condition","SNOMED",""
"","4089769","187952001","Malignant neoplasm of pelvic bones, sacrum and coccyx","Clinical Finding","Standard","01/31/2002","12/31/2099","81","145","Condition","SNOMED",""
"","40486731","449377002","Malignant neoplasm of pelvic peritoneum","Clinical Finding","Standard","07/31/2011","12/31/2099","107","143","Condition","SNOMED",""
"","4094868","187803004","Malignant neoplasm of perinephric tissue","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4091621","188326001","Malignant neoplasm of peripheral nerve of abdomen","Clinical Finding","Standard","01/31/2002","12/31/2099","19","19","Condition","SNOMED",""
"","4097284","188327005","Malignant neoplasm of peripheral nerve of pelvis","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4094262","188325002","Malignant neoplasm of peripheral nerve of thorax","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4094260","188321006","Malignant neoplasm of peripheral nerves and autonomic nervous system","Clinical Finding","Standard","01/31/2002","12/31/2099","20","20","Condition","SNOMED",""
"","4095892","188322004","Malignant neoplasm of peripheral nerves of head, face and neck","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4097283","188324003","Malignant neoplasm of peripheral nerves of lower limb, including hip","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","35610241","1090901000000102","Malignant neoplasm of peripheral nerves of trunk","Clinical Finding","Standard","04/01/2018","12/31/2099","0","0","Condition","SNOMED",""
"","4094261","188323009","Malignant neoplasm of peripheral nerves of upper limb, including shoulder","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4092233","187978005","Malignant neoplasm of phalanges of foot","Clinical Finding","Standard","01/31/2002","12/31/2099","6","6","Condition","SNOMED",""
"","4095002","187950009","Malignant neoplasm of phalanges of hand","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095304","188339002","Malignant neoplasm of pituitary gland and craniopharyngeal duct","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095299","188298006","Malignant neoplasm of pons","Clinical Finding","Standard","01/31/2002","12/31/2099","16","16","Condition","SNOMED",""
"","40490995","448670003","Malignant neoplasm of posterior mediastinum","Clinical Finding","Standard","07/31/2011","12/31/2099","0","0","Condition","SNOMED",""
"","4094850","187709007","Malignant neoplasm of posterior pharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","28","28","Condition","SNOMED",""
"","35610248","1090971000000105","Malignant neoplasm of posterior wall of stomach","Clinical Finding","Standard","04/01/2018","12/31/2099","9","9","Condition","SNOMED",""
"","75756","188243001","Malignant neoplasm of posterior wall of urinary bladder","Clinical Finding","Standard","01/31/2002","12/31/2099","113","113","Condition","SNOMED",""
"","35610176","1090291000000102","Malignant neoplasm of prepylorus of stomach","Clinical Finding","Standard","04/01/2018","12/31/2099","28","28","Condition","SNOMED",""
"","4094859","187738005","Malignant neoplasm of pyloric canal of stomach","Clinical Finding","Standard","01/31/2002","12/31/2099","108","108","Condition","SNOMED",""
"","37018661","96981000119102","Malignant neoplasm of rectosigmoid junction metastatic to brain","Clinical Finding","Standard","01/31/2016","12/31/2099","0","0","Condition","SNOMED",""
"","4095430","187760008","Malignant neoplasm of rectum, rectosigmoid junction and anus","Clinical Finding","Standard","01/31/2002","12/31/2099","1,045","1,045","Condition","SNOMED",""
"","40493428","449096009","Malignant neoplasm of respiratory system","Clinical Finding","Standard","07/31/2011","12/31/2099","518","124,931","Condition","SNOMED",""
"","35610164","1090231000000103","Malignant neoplasm of respiratory tract","Clinical Finding","Standard","04/01/2018","12/31/2099","0","0","Condition","SNOMED",""
"","4089666","187804005","Malignant neoplasm of retrocecal tissue","Clinical Finding","Standard","01/31/2002","12/31/2099","28","28","Condition","SNOMED",""
"","4095575","187920001","Malignant neoplasm of ribs and/or sternum and/or clavicle","Clinical Finding","Standard","01/31/2002","12/31/2099","18","151","Condition","SNOMED",""
"","37110034","724060008","Malignant neoplasm of right upper lobe of lung","Clinical Finding","Standard","07/31/2017","12/31/2099","0","0","Condition","SNOMED",""
"","4095160","188204000","Malignant neoplasm of round ligament","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095579","187956003","Malignant neoplasm of sacral vertebra","Clinical Finding","Standard","01/31/2002","12/31/2099","28","28","Condition","SNOMED",""
"","439302","188103003","Malignant neoplasm of scalp","Clinical Finding","Standard","01/31/2002","12/31/2099","437","437","Condition","SNOMED",""
"","4092382","188102008","Malignant neoplasm of scalp and/or skin of neck","Clinical Finding","Standard","01/31/2002","12/31/2099","57","653","Condition","SNOMED",""
"","4095576","187929000","Malignant neoplasm of scapula and long bones of upper arm","Clinical Finding","Standard","01/31/2002","12/31/2099","11","11","Condition","SNOMED",""
"","4095763","188266000","Malignant neoplasm of sclera","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4092229","187946002","Malignant neoplasm of second metacarpal bone","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095006","187974007","Malignant neoplasm of second metatarsal bone","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","46273197","712525007","Malignant neoplasm of short bone of lower limb","Clinical Finding","Standard","07/31/2015","12/31/2099","0","0","Condition","SNOMED",""
"","40482784","443679004","Malignant neoplasm of skeletal system","Clinical Finding","Standard","01/31/2010","12/31/2099","196","15,508","Condition","SNOMED",""
"","4155297","372130007","Malignant neoplasm of skin","Clinical Finding","Standard","07/31/2002","12/31/2099","15,652","456,412","Condition","SNOMED",""
"","4162251","372122006","Malignant neoplasm of skin head and neck","Clinical Finding","Standard","07/31/2002","12/31/2099","0","3,080","Condition","SNOMED",""
"","4091335","188110009","Malignant neoplasm of skin of abdominal wall","Clinical Finding","Standard","01/31/2002","12/31/2099","28","43","Condition","SNOMED",""
"","4095148","188090007","Malignant neoplasm of skin of auricle (ear)","Clinical Finding","Standard","01/31/2002","12/31/2099","144","144","Condition","SNOMED",""
"","4095602","188107002","Malignant neoplasm of skin of axillary fold","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4091333","188095002","Malignant neoplasm of skin of cheek, external","Clinical Finding","Standard","01/31/2002","12/31/2099","375","483","Condition","SNOMED",""
"","4095598","188089003","Malignant neoplasm of skin of ear and external auditory canal","Clinical Finding","Standard","01/31/2002","12/31/2099","116","116","Condition","SNOMED",""
"","4092379","188091006","Malignant neoplasm of skin of external auditory meatus","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4310566","423425006","Malignant neoplasm of skin of eyelid","Clinical Finding","Standard","01/31/2007","12/31/2099","0","0","Condition","SNOMED",""
"","40480128","443136000","Malignant neoplasm of skin of face","Clinical Finding","Standard","01/31/2010","12/31/2099","0","2,117","Condition","SNOMED",""
"","4095151","188122007","Malignant neoplasm of skin of forearm","Clinical Finding","Standard","01/31/2002","12/31/2099","94","94","Condition","SNOMED",""
"","4095152","188138001","Malignant neoplasm of skin of great toe","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095738","188135003","Malignant neoplasm of skin of heel","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4092384","188133005","Malignant neoplasm of skin of lower leg","Clinical Finding","Standard","01/31/2002","12/31/2099","247","260","Condition","SNOMED",""
"","4162993","372124007","Malignant neoplasm of skin of lower limb","Clinical Finding","Standard","07/31/2002","12/31/2099","174","529","Condition","SNOMED",""
"","4092380","188099008","Malignant neoplasm of skin of nose (external)","Clinical Finding","Standard","01/31/2002","12/31/2099","494","494","Condition","SNOMED",""
"","4095737","188132000","Malignant neoplasm of skin of popliteal fossa area","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4207920","311779007","Malignant neoplasm of skin of scapular region","Clinical Finding","Standard","01/31/2002","12/31/2099","12","12","Condition","SNOMED",""
"","40486656","449309003","Malignant neoplasm of skin of scrotum","Clinical Finding","Standard","07/31/2011","12/31/2099","0","0","Condition","SNOMED",""
"","4092381","188100000","Malignant neoplasm of skin of temple","Clinical Finding","Standard","01/31/2002","12/31/2099","288","323","Condition","SNOMED",""
"","4095603","188125009","Malignant neoplasm of skin of thumb","Clinical Finding","Standard","01/31/2002","12/31/2099","6","6","Condition","SNOMED",""
"","4157457","372126009","Malignant neoplasm of skin of trunk","Clinical Finding","Standard","07/31/2002","12/31/2099","307","1,045","Condition","SNOMED",""
"","4091337","188121000","Malignant neoplasm of skin of upper arm","Clinical Finding","Standard","01/31/2002","12/31/2099","43","43","Condition","SNOMED",""
"","4162994","372128005","Malignant neoplasm of skin of upper limb","Clinical Finding","Standard","07/31/2002","12/31/2099","85","467","Condition","SNOMED",""
"","4153882","269469005","Malignant neoplasm of soft tissue","Clinical Finding","Standard","01/31/2002","12/31/2099","705","478,071","Condition","SNOMED",""
"","40490994","448669004","Malignant neoplasm of soft tissue of orbit","Clinical Finding","Standard","07/31/2011","12/31/2099","0","33","Condition","SNOMED",""
"","35610250","1090991000000109","Malignant neoplasm of soft tissues of lower leg","Clinical Finding","Standard","04/01/2018","12/31/2099","0","0","Condition","SNOMED",""
"","35610247","1090961000000103","Malignant neoplasm of soft tissues of lower limb","Clinical Finding","Standard","04/01/2018","12/31/2099","0","0","Condition","SNOMED",""
"","4092069","187786003","Malignant neoplasm of sphincter of Oddi","Clinical Finding","Standard","01/31/2002","12/31/2099","6","6","Condition","SNOMED",""
"","4091620","188318009","Malignant neoplasm of spinal arachnoid mater","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4091619","188317004","Malignant neoplasm of spinal dura mater","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4181482","363476006","Malignant neoplasm of spinal meninges","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4094259","188319001","Malignant neoplasm of spinal pia mater","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095158","188184006","Malignant neoplasm of squamocolumnar junction of cervix","Clinical Finding","Standard","01/31/2002","12/31/2099","9","9","Condition","SNOMED",""
"","4294431","402871009","Malignant neoplasm of subcutaneous fibrous tissue","Clinical Finding","Standard","07/31/2003","12/31/2099","0","0","Condition","SNOMED",""
"","46271011","709031009","Malignant neoplasm of superior wall of nasopharynx","Clinical Finding","Standard","07/31/2015","12/31/2099","0","0","Condition","SNOMED",""
"","35610246","1090951000000101","Malignant neoplasm of supraclavicular fossa","Clinical Finding","Standard","04/01/2018","12/31/2099","18","18","Condition","SNOMED",""
"","4095300","188302003","Malignant neoplasm of tapetum","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4089774","187988006","Malignant neoplasm of tarsus of eyelid","Clinical Finding","Standard","01/31/2002","12/31/2099","10","10","Condition","SNOMED",""
"","4180907","363468009","Malignant neoplasm of temporal lobe","Clinical Finding","Standard","01/31/2002","12/31/2099","170","170","Condition","SNOMED",""
"","4091610","188287005","Malignant neoplasm of thalamus","Clinical Finding","Standard","01/31/2002","12/31/2099","26","26","Condition","SNOMED",""
"","4092080","187814001","Malignant neoplasm of the pouch of Douglas","Clinical Finding","Standard","01/31/2002","12/31/2099","12","12","Condition","SNOMED",""
"","4089768","187947006","Malignant neoplasm of third metacarpal bone","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095584","187975008","Malignant neoplasm of third metatarsal bone","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4322885","428100006","Malignant neoplasm of thoracic cavity structure","Clinical Finding","Standard","01/31/2008","12/31/2099","1,005","1,005","Condition","SNOMED",""
"","4094995","187917009","Malignant neoplasm of thoracic vertebra","Clinical Finding","Standard","01/31/2002","12/31/2099","68","68","Condition","SNOMED",""
"","4162121","372018003","Malignant neoplasm of thoracic vertebral column","Clinical Finding","Standard","07/31/2002","12/31/2099","0","68","Condition","SNOMED",""
"","80665","188361007","Malignant neoplasm of thorax","Clinical Finding","Standard","01/31/2002","12/31/2099","36","276,623","Condition","SNOMED",""
"","4095447","187846001","Malignant neoplasm of thyroid cartilage","Clinical Finding","Standard","01/31/2002","12/31/2099","95","95","Condition","SNOMED",""
"","440655","187637005","Malignant neoplasm of tongue, tip and lateral border","Clinical Finding","Standard","01/31/2002","12/31/2099","46","46","Condition","SNOMED",""
"","35610180","1090311000000101","Malignant neoplasm of trunk","Clinical Finding","Standard","04/01/2018","12/31/2099","13","13","Condition","SNOMED",""
"","4094252","188290004","Malignant neoplasm of uncus","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4092512","188152004","Malignant neoplasm of upper-inner quadrant of female breast","Clinical Finding","Standard","01/31/2002","12/31/2099","160","160","Condition","SNOMED",""
"","4091465","188154003","Malignant neoplasm of upper-outer quadrant of female breast","Clinical Finding","Standard","01/31/2002","12/31/2099","572","572","Condition","SNOMED",""
"","4197474","313249007","Malignant neoplasm of upper eyelid","Clinical Finding","Standard","01/31/2002","12/31/2099","30","30","Condition","SNOMED",""
"","4162996","372131006","Malignant neoplasm of upper limb bones and scapula","Clinical Finding","Standard","07/31/2002","12/31/2099","0","119","Condition","SNOMED",""
"","4093012","187601000","Malignant neoplasm of upper lip, lipstick area","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095450","187861000","Malignant neoplasm of upper lobe bronchus","Clinical Finding","Standard","01/31/2002","12/31/2099","630","630","Condition","SNOMED",""
"","37110032","724058006","Malignant neoplasm of upper lobe of left lung","Clinical Finding","Standard","07/31/2017","12/31/2099","0","0","Condition","SNOMED",""
"","4092216","187862007","Malignant neoplasm of upper lobe of lung","Clinical Finding","Standard","01/31/2002","12/31/2099","4,444","4,444","Condition","SNOMED",""
"","4151250","269464000","Malignant neoplasm of upper lobe, bronchus or lung","Clinical Finding","Standard","01/31/2002","12/31/2099","2,697","2,697","Condition","SNOMED",""
"","40493020","449066004","Malignant neoplasm of upper respiratory tract","Clinical Finding","Standard","07/31/2011","12/31/2099","0","12,919","Condition","SNOMED",""
"","40488919","448233000","Malignant neoplasm of urinary organ","Clinical Finding","Standard","07/31/2011","12/31/2099","11","45,657","Condition","SNOMED",""
"","197810","428322007","Malignant neoplasm of uterine adnexa","Clinical Finding","Standard","01/31/2008","12/31/2099","539","20,147","Condition","SNOMED",""
"","197230","371973000","Malignant neoplasm of uterus","Clinical Finding","Standard","07/31/2002","12/31/2099","2,390","21,780","Condition","SNOMED",""
"","4091480","188209005","Malignant neoplasm of vaginal vault","Clinical Finding","Standard","01/31/2002","12/31/2099","79","79","Condition","SNOMED",""
